stopword & Stemming,"after_N-Gram(1,2)"
"['terima', 'kasih', 'ruang', 'guru', 'ajar', 'bagus', 'banget']","['terima', 'terima kasih', 'kasih', 'kasih ruang', 'ruang', 'ruang guru', 'guru', 'guru ajar', 'ajar', 'ajar bagus', 'bagus', 'bagus banget', 'banget']"
"['bagus', 'banget', 'canggih']","['bagus', 'bagus banget', 'banget', 'banget canggih', 'canggih']"
"['ruang', 'guru', 'baik']","['ruang', 'ruang guru', 'guru', 'guru baik', 'baik']"
"['aplikasi', 'bantu', 'tingkat', 'skill', 'bhs', 'inggris', 'ku', 'makasih', 'ruang', 'guru']","['aplikasi', 'aplikasi bantu', 'bantu', 'bantu tingkat', 'tingkat', 'tingkat skill', 'skill', 'skill bhs', 'bhs', 'bhs inggris', 'inggris', 'inggris ku', 'ku', 'ku makasih', 'makasih', 'makasih ruang', 'ruang', 'ruang guru', 'guru']"
['mengcewakan'],['mengcewakan']
"['apk', 'susah', 'daftar', 'hapus', 'baik']","['apk', 'apk susah', 'susah', 'susah daftar', 'daftar', 'daftar hapus', 'hapus', 'hapus baik', 'baik']"
"['layan', 'bagus']","['layan', 'layan bagus', 'bagus']"
['bgus'],['bgus']
['sempurna'],['sempurna']
['mksih'],['mksih']
"['aplikasi', 'sangan', 'bantu', 'malas', 'ajar', 'pakai', 'aplikasi', 'ruangguru', 'ajar', 'mudah', 'paham', 'materi', 'adi', 'aplikasi', 'ruangguru', 'terima', 'kasih', 'tambah', 'tahu', 'luas']","['aplikasi', 'aplikasi sangan', 'sangan', 'sangan bantu', 'bantu', 'bantu malas', 'malas', 'malas ajar', 'ajar', 'ajar pakai', 'pakai', 'pakai aplikasi', 'aplikasi', 'aplikasi ruangguru', 'ruangguru', 'ruangguru ajar', 'ajar', 'ajar mudah', 'mudah', 'mudah paham', 'paham', 'paham materi', 'materi', 'materi adi', 'adi', 'adi aplikasi', 'aplikasi', 'aplikasi ruangguru', 'ruangguru', 'ruangguru terima', 'terima', 'terima kasih', 'kasih', 'kasih tambah', 'tambah', 'tambah tahu', 'tahu', 'tahu luas', 'luas']"
"['ruangguru', 'lebi', 'semagant', 'utuk', 'ajar', 'terima', 'kasih', 'ruangguru']","['ruangguru', 'ruangguru lebi', 'lebi', 'lebi semagant', 'semagant', 'semagant utuk', 'utuk', 'utuk ajar', 'ajar', 'ajar terima', 'terima', 'terima kasih', 'kasih', 'kasih ruangguru', 'ruangguru']"
"['video', 'eror']","['video', 'video eror', 'eror']"
"['aplikasi', 'bayar']","['aplikasi', 'aplikasi bayar', 'bayar']"
"['aplikasi', 'bagus', 'bingits']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus bingits', 'bingits']"
"['ajar', 'materi', 'lengkaplumayan', 'nyicil', 'utbk', 'terima', 'ugm']","['ajar', 'ajar materi', 'materi', 'materi lengkaplumayan', 'lengkaplumayan', 'lengkaplumayan nyicil', 'nyicil', 'nyicil utbk', 'utbk', 'utbk terima', 'terima', 'terima ugm', 'ugm']"
['bintang'],['bintang']
"['wahh', 'terimakasih', 'ruangguru', 'bantu', 'paham', 'ajar', 'nilai', 'rendah', 'rapor']","['wahh', 'wahh terimakasih', 'terimakasih', 'terimakasih ruangguru', 'ruangguru', 'ruangguru bantu', 'bantu', 'bantu paham', 'paham', 'paham ajar', 'ajar', 'ajar nilai', 'nilai', 'nilai rendah', 'rendah', 'rendah rapor', 'rapor']"
"['aplikasi', 'bagus', 'siswa', 'diskon', 'ruangguru', 'salah', 'balas', 'sopan']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus siswa', 'siswa', 'siswa diskon', 'diskon', 'diskon ruangguru', 'ruangguru', 'ruangguru salah', 'salah', 'salah balas', 'balas', 'balas sopan', 'sopan']"
"['fitur', 'rangkum', 'muncul', 'gambar', 'aplikasi', 'fitur', 'baru', 'langgan']","['fitur', 'fitur rangkum', 'rangkum', 'rangkum muncul', 'muncul', 'muncul gambar', 'gambar', 'gambar aplikasi', 'aplikasi', 'aplikasi fitur', 'fitur', 'fitur baru', 'baru', 'baru langgan', 'langgan']"
"['tim', 'official', 'chat', 'malam2', 'sibuk', 'dek', 'balas', 'chatnya', '2220', 'wth', 'research', 'anakanak', 'segitu', 'larut', 'beware', 'tua']","['tim', 'tim official', 'official', 'official chat', 'chat', 'chat malam2', 'malam2', 'malam2 sibuk', 'sibuk', 'sibuk dek', 'dek', 'dek balas', 'balas', 'balas chatnya', 'chatnya', 'chatnya 2220', '2220', '2220 wth', 'wth', 'wth research', 'research', 'research anakanak', 'anakanak', 'anakanak segitu', 'segitu', 'segitu larut', 'larut', 'larut beware', 'beware', 'beware tua', 'tua']"
"['suka', 'ruaangguru', 'dapet', 'juara', '1', 'sekolah']","['suka', 'suka ruaangguru', 'ruaangguru', 'ruaangguru dapet', 'dapet', 'dapet juara', 'juara', 'juara 1', '1', '1 sekolah', 'sekolah']"
"['loadingnya', 'liat', 'screenshot', 'sm', 'rangkum', 'subbab']","['loadingnya', 'loadingnya liat', 'liat', 'liat screenshot', 'screenshot', 'screenshot sm', 'sm', 'sm rangkum', 'rangkum', 'rangkum subbab', 'subbab']"
['ksami'],['ksami']
"['bagus', 'bangett', 'apk', 'nyaa', 'semangat', 'ajar']","['bagus', 'bagus bangett', 'bangett', 'bangett apk', 'apk', 'apk nyaa', 'nyaa', 'nyaa semangat', 'semangat', 'semangat ajar', 'ajar']"
"['bagus', 'lengkap', 'bahas']","['bagus', 'bagus lengkap', 'lengkap', 'lengkap bahas', 'bahas']"
"['jarang', 'buka', 'rung', 'guru', 'langgan', '1', 'ruangguru', 'buka', 'suruh', 'ngisi', 'ulang', 'data', 'muter', 'vidio', 'gara', 'gara', 'tulis', 'langgan', 'sedih', 'banget', 'pwiss', 'make', '3', 'suruh', 'langgan', 'gara', 'gara', 'jarang', 'buka', 'ruang', 'guru']","['jarang', 'jarang buka', 'buka', 'buka rung', 'rung', 'rung guru', 'guru', 'guru langgan', 'langgan', 'langgan 1', '1', '1 ruangguru', 'ruangguru', 'ruangguru buka', 'buka', 'buka suruh', 'suruh', 'suruh ngisi', 'ngisi', 'ngisi ulang', 'ulang', 'ulang data', 'data', 'data muter', 'muter', 'muter vidio', 'vidio', 'vidio gara', 'gara', 'gara gara', 'gara', 'gara tulis', 'tulis', 'tulis langgan', 'langgan', 'langgan sedih', 'sedih', 'sedih banget', 'banget', 'banget pwiss', 'pwiss', 'pwiss make', 'make', 'make 3', '3', '3 suruh', 'suruh', 'suruh langgan', 'langgan', 'langgan gara', 'gara', 'gara gara', 'gara', 'gara jarang', 'jarang', 'jarang buka', 'buka', 'buka ruang', 'ruang', 'ruang guru', 'guru']"
"['ruangguru', 'moment', 'video', '12210000']","['ruangguru', 'ruangguru moment', 'moment', 'moment video', 'video', 'video 12210000', '12210000']"
"['penuh', 'simpan']","['penuh', 'penuh simpan', 'simpan']"
"['bagus', 'bantu', 'cari', 'ilmu', 'kadang', 'aplikasi', 'loadingnya', 'jaring', 'kendala', 'bias', 'loading', 'cuman', 'fitur']","['bagus', 'bagus bantu', 'bantu', 'bantu cari', 'cari', 'cari ilmu', 'ilmu', 'ilmu kadang', 'kadang', 'kadang aplikasi', 'aplikasi', 'aplikasi loadingnya', 'loadingnya', 'loadingnya jaring', 'jaring', 'jaring kendala', 'kendala', 'kendala bias', 'bias', 'bias loading', 'loading', 'loading cuman', 'cuman', 'cuman fitur', 'fitur']"
"['ruang', 'guru', 'bantu', 'tonton', 'vidionya', 'kucing', 'tambah', 'energi', 'tolong', 'bantu']","['ruang', 'ruang guru', 'guru', 'guru bantu', 'bantu', 'bantu tonton', 'tonton', 'tonton vidionya', 'vidionya', 'vidionya kucing', 'kucing', 'kucing tambah', 'tambah', 'tambah energi', 'energi', 'energi tolong', 'tolong', 'tolong bantu', 'bantu']"
['oke'],['oke']
['utbk'],['utbk']
"['aplikasi', 'mambantu']","['aplikasi', 'aplikasi mambantu', 'mambantu']"
[],[]
"['fitur', 'smart', 'schedule', 'baik', 'bug']","['fitur', 'fitur smart', 'smart', 'smart schedule', 'schedule', 'schedule baik', 'baik', 'baik bug', 'bug']"
"['haloruangguru', 'materi', 'ajar', 'lengkap', 'mudah', 'paham', 'sayang', 'jurus', 'awat', 'kefarmasiandan', 'teknik', 'laboratorium', 'medikjadi', 'fitur', 'jurus', 'yamasa', 'anakanak', 'jurus', 'sehat', 'nggak', 'materi', 'sihmohon', 'kembang']","['haloruangguru', 'haloruangguru materi', 'materi', 'materi ajar', 'ajar', 'ajar lengkap', 'lengkap', 'lengkap mudah', 'mudah', 'mudah paham', 'paham', 'paham sayang', 'sayang', 'sayang jurus', 'jurus', 'jurus awat', 'awat', 'awat kefarmasiandan', 'kefarmasiandan', 'kefarmasiandan teknik', 'teknik', 'teknik laboratorium', 'laboratorium', 'laboratorium medikjadi', 'medikjadi', 'medikjadi fitur', 'fitur', 'fitur jurus', 'jurus', 'jurus yamasa', 'yamasa', 'yamasa anakanak', 'anakanak', 'anakanak jurus', 'jurus', 'jurus sehat', 'sehat', 'sehat nggak', 'nggak', 'nggak materi', 'materi', 'materi sihmohon', 'sihmohon', 'sihmohon kembang', 'kembang']"
['mantap'],['mantap']
['seru'],['seru']
"['kecawa', 'butuh', '6', '1', 'semester', 'paket', 'hapus', 'sistem', 'ajar', 'mudah', 'banget', 'paham', 'harga', 'lumayan', 'murah', 'harga', 'gin']","['kecawa', 'kecawa butuh', 'butuh', 'butuh 6', '6', '6 1', '1', '1 semester', 'semester', 'semester paket', 'paket', 'paket hapus', 'hapus', 'hapus sistem', 'sistem', 'sistem ajar', 'ajar', 'ajar mudah', 'mudah', 'mudah banget', 'banget', 'banget paham', 'paham', 'paham harga', 'harga', 'harga lumayan', 'lumayan', 'lumayan murah', 'murah', 'murah harga', 'harga', 'harga gin', 'gin']"
"['suka', 'ajar']","['suka', 'suka ajar', 'ajar']"
"['bgus', 'bngt', 'untung', 'bantu']","['bgus', 'bgus bngt', 'bngt', 'bngt untung', 'untung', 'untung bantu', 'bantu']"
['mantap'],['mantap']
"['capek', 'log', 'out', 'melulu', 'log', 'suruh', 'akun', 'langgan']","['capek', 'capek log', 'log', 'log out', 'out', 'out melulu', 'melulu', 'melulu log', 'log', 'log suruh', 'suruh', 'suruh akun', 'akun', 'akun langgan', 'langgan']"
"['ngebantu', 'banget', 'thankyou', 'ruang', 'guru']","['ngebantu', 'ngebantu banget', 'banget', 'banget thankyou', 'thankyou', 'thankyou ruang', 'ruang', 'ruang guru', 'guru']"
"['aplikasi', 'bagus', 'erti', 'tugas', 'sekolah', 'giat', 'ajar']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus erti', 'erti', 'erti tugas', 'tugas', 'tugas sekolah', 'sekolah', 'sekolah giat', 'giat', 'giat ajar', 'ajar']"
"['login', 'aplikasi', 'ruang', 'guru', 'aplikasi', 'selesai', 'untukpihak', 'ruang', 'guru', 'baik', 'bug', 'eror', 'terimakasih']","['login', 'login aplikasi', 'aplikasi', 'aplikasi ruang', 'ruang', 'ruang guru', 'guru', 'guru aplikasi', 'aplikasi', 'aplikasi selesai', 'selesai', 'selesai untukpihak', 'untukpihak', 'untukpihak ruang', 'ruang', 'ruang guru', 'guru', 'guru baik', 'baik', 'baik bug', 'bug', 'bug eror', 'eror', 'eror terimakasih', 'terimakasih']"
"['banget', 'anak', 'juara', 'mantep', 'banget']","['banget', 'banget anak', 'anak', 'anak juara', 'juara', 'juara mantep', 'mantep', 'mantep banget', 'banget']"
['keren'],['keren']
"['kenqoa', 'selesai', 'jwb', 'kuis', 'akhir', 'pencet']","['kenqoa', 'kenqoa selesai', 'selesai', 'selesai jwb', 'jwb', 'jwb kuis', 'kuis', 'kuis akhir', 'akhir', 'akhir pencet', 'pencet']"
['guna'],['guna']
"['bagus', 'banget', 'apk', 'smngt', 'belajarr']","['bagus', 'bagus banget', 'banget', 'banget apk', 'apk', 'apk smngt', 'smngt', 'smngt belajarr', 'belajarr']"
[],[]
"['bantu', 'ajar', 'putri']","['bantu', 'bantu ajar', 'ajar', 'ajar putri', 'putri']"
"['kasih', '5', 'bintang', 'pas', 'pakai', 'adapto', 'vidio', 'jelas', 'pilih', 'loading', 'loading']","['kasih', 'kasih 5', '5', '5 bintang', 'bintang', 'bintang pas', 'pas', 'pas pakai', 'pakai', 'pakai adapto', 'adapto', 'adapto vidio', 'vidio', 'vidio jelas', 'jelas', 'jelas pilih', 'pilih', 'pilih loading', 'loading', 'loading loading', 'loading']"
[],[]
"['learn', 'thanks', '4', 'year', 'love', 'ruangguru']","['learn', 'learn thanks', 'thanks', 'thanks 4', '4', '4 year', 'year', 'year love', 'love', 'love ruangguru', 'ruangguru']"
['bagus'],['bagus']
"['lira', 'em2']","['lira', 'lira em2', 'em2']"
"['ajar', 'bagus', 'banget']","['ajar', 'ajar bagus', 'bagus', 'bagus banget', 'banget']"
"['bagus', 'banget', 'aplikasi']","['bagus', 'bagus banget', 'banget', 'banget aplikasi', 'aplikasi']"
"['tolong', 'video', 'ush', 'perlu', 'data', 'paket', 'pas', 'ajar', 'video', 'loading', 'error', 'freeze', 'udh', 'langgan', 'lgi', 'bljr', 'bli', 'pkt', 'data']","['tolong', 'tolong video', 'video', 'video ush', 'ush', 'ush perlu', 'perlu', 'perlu data', 'data', 'data paket', 'paket', 'paket pas', 'pas', 'pas ajar', 'ajar', 'ajar video', 'video', 'video loading', 'loading', 'loading error', 'error', 'error freeze', 'freeze', 'freeze udh', 'udh', 'udh langgan', 'langgan', 'langgan lgi', 'lgi', 'lgi bljr', 'bljr', 'bljr bli', 'bli', 'bli pkt', 'pkt', 'pkt data', 'data']"
"['sangaat', 'membantuu']","['sangaat', 'sangaat membantuu', 'membantuu']"
"['maaf', 'kasih', 'rating', '2', 'langgan', 'ngga', 'pakai', 'orangtua', 'keluar', 'uang', '600000', 'langgan']","['maaf', 'maaf kasih', 'kasih', 'kasih rating', 'rating', 'rating 2', '2', '2 langgan', 'langgan', 'langgan ngga', 'ngga', 'ngga pakai', 'pakai', 'pakai orangtua', 'orangtua', 'orangtua keluar', 'keluar', 'keluar uang', 'uang', 'uang 600000', '600000', '600000 langgan', 'langgan']"
"['ruang', 'guru', 'bagus', 'pelajaranya']","['ruang', 'ruang guru', 'guru', 'guru bagus', 'bagus', 'bagus pelajaranya', 'pelajaranya']"
"['spam', 'uninstall']","['spam', 'spam uninstall', 'uninstall']"
['konrol'],['konrol']
"['baguss', 'ruangguru']","['baguss', 'baguss ruangguru', 'ruangguru']"
['bagus'],['bagus']
['thank'],['thank']
['bagus'],['bagus']
"['pengaruh', 'genjutsu', 'kakakkakak', 'ruangbk', 'download', 'aplikasi']","['pengaruh', 'pengaruh genjutsu', 'genjutsu', 'genjutsu kakakkakak', 'kakakkakak', 'kakakkakak ruangbk', 'ruangbk', 'ruangbk download', 'download', 'download aplikasi', 'aplikasi']"
"['mberi', 'ranting']","['mberi', 'mberi ranting', 'ranting']"
"['woe', 'lewat', 'muncul', 'muncul']","['woe', 'woe lewat', 'lewat', 'lewat muncul', 'muncul', 'muncul muncul', 'muncul']"
"['mendownload', 'ruangguru', 'mudah', 'ajar', 'mudah', 'erti', 'terimakasih', 'ruangguru']","['mendownload', 'mendownload ruangguru', 'ruangguru', 'ruangguru mudah', 'mudah', 'mudah ajar', 'ajar', 'ajar mudah', 'mudah', 'mudah erti', 'erti', 'erti terimakasih', 'terimakasih', 'terimakasih ruangguru', 'ruangguru']"
"['aplikasi', 'bagus']","['aplikasi', 'aplikasi bagus', 'bagus']"
"['bagus', 'anak', 'pintar', 'mtk', 'terima', 'kasih', 'ruang', 'guru']","['bagus', 'bagus anak', 'anak', 'anak pintar', 'pintar', 'pintar mtk', 'mtk', 'mtk terima', 'terima', 'terima kasih', 'kasih', 'kasih ruang', 'ruang', 'ruang guru', 'guru']"
"['garagara', 'aplikasi', 'paksa', 'asw']","['garagara', 'garagara aplikasi', 'aplikasi', 'aplikasi paksa', 'paksa', 'paksa asw', 'asw']"
['bagus'],['bagus']
['amamaj'],['amamaj']
['maju'],['maju']
[],[]
['bayar'],['bayar']
"['langgan', 'tahun', 'bulan', 'akses', 'suruh', 'daftar', 'ulang', 'coba', 'hubung', 'direspon']","['langgan', 'langgan tahun', 'tahun', 'tahun bulan', 'bulan', 'bulan akses', 'akses', 'akses suruh', 'suruh', 'suruh daftar', 'daftar', 'daftar ulang', 'ulang', 'ulang coba', 'coba', 'coba hubung', 'hubung', 'hubung direspon', 'direspon']"
['jelek'],['jelek']
['seruu'],['seruu']
[],[]
"['terima', 'kasih', 'ruang', 'guru']","['terima', 'terima kasih', 'kasih', 'kasih ruang', 'ruang', 'ruang guru', 'guru']"
"['error', 'jaring', 'bagus', 'nggak', 'tonton', 'beda', 'banget', 'kualitas', 'dibandingin', 'apk', 'qr', 'sana', 'nggak', 'teror', 'mulu', 'ortu', 'anak', 'rumus', 'cepat', 'nggak', 'kendala', 'guna', 'apknya', 'rugi', 'banget', '2', 'pakai', 'ruang', 'guru', 'ketimbang', '1', 'tipu', 'iklan', 'tv', 'bilang', 'bagus', 'zonk', 'terimakasih', 'ruangguru', 'moga', 'contoh', 'berhatihati', 'pilih', 'bimbel', 'online']","['error', 'error jaring', 'jaring', 'jaring bagus', 'bagus', 'bagus nggak', 'nggak', 'nggak tonton', 'tonton', 'tonton beda', 'beda', 'beda banget', 'banget', 'banget kualitas', 'kualitas', 'kualitas dibandingin', 'dibandingin', 'dibandingin apk', 'apk', 'apk qr', 'qr', 'qr sana', 'sana', 'sana nggak', 'nggak', 'nggak teror', 'teror', 'teror mulu', 'mulu', 'mulu ortu', 'ortu', 'ortu anak', 'anak', 'anak rumus', 'rumus', 'rumus cepat', 'cepat', 'cepat nggak', 'nggak', 'nggak kendala', 'kendala', 'kendala guna', 'guna', 'guna apknya', 'apknya', 'apknya rugi', 'rugi', 'rugi banget', 'banget', 'banget 2', '2', '2 pakai', 'pakai', 'pakai ruang', 'ruang', 'ruang guru', 'guru', 'guru ketimbang', 'ketimbang', 'ketimbang 1', '1', '1 tipu', 'tipu', 'tipu iklan', 'iklan', 'iklan tv', 'tv', 'tv bilang', 'bilang', 'bilang bagus', 'bagus', 'bagus zonk', 'zonk', 'zonk terimakasih', 'terimakasih', 'terimakasih ruangguru', 'ruangguru', 'ruangguru moga', 'moga', 'moga contoh', 'contoh', 'contoh berhatihati', 'berhatihati', 'berhatihati pilih', 'pilih', 'pilih bimbel', 'bimbel', 'bimbel online', 'online']"
['nice'],['nice']
"['moga', 'pintar']","['moga', 'moga pintar', 'pintar']"
"['emang', 'nonton', 'nonton', 'bayar', 'aplikasi', 'guna']","['emang', 'emang nonton', 'nonton', 'nonton nonton', 'nonton', 'nonton bayar', 'bayar', 'bayar aplikasi', 'aplikasi', 'aplikasi guna', 'guna']"
['coba'],['coba']
['muas'],['muas']
"['aplikasi', 'digunain']","['aplikasi', 'aplikasi digunain', 'digunain']"
"['hai', 'suka', 'banget', 'langgan', 'ruang', 'guru', 'mudah', 'ajar', 'paham', 'materimateri', 'terang', 'seko', 'cuman', 'sayang', 'bahas', 'ajar', 'luas', 'rinci', 'saran', 'materi', 'bahas', 'rangkum', 'ajar', 'runtut', '5w1h', 'moga', 'ruang', 'guru', 'depan', 'mentor', 'terima', 'kasih', 'bantu', 'ajar']","['hai', 'hai suka', 'suka', 'suka banget', 'banget', 'banget langgan', 'langgan', 'langgan ruang', 'ruang', 'ruang guru', 'guru', 'guru mudah', 'mudah', 'mudah ajar', 'ajar', 'ajar paham', 'paham', 'paham materimateri', 'materimateri', 'materimateri terang', 'terang', 'terang seko', 'seko', 'seko cuman', 'cuman', 'cuman sayang', 'sayang', 'sayang bahas', 'bahas', 'bahas ajar', 'ajar', 'ajar luas', 'luas', 'luas rinci', 'rinci', 'rinci saran', 'saran', 'saran materi', 'materi', 'materi bahas', 'bahas', 'bahas rangkum', 'rangkum', 'rangkum ajar', 'ajar', 'ajar runtut', 'runtut', 'runtut 5w1h', '5w1h', '5w1h moga', 'moga', 'moga ruang', 'ruang', 'ruang guru', 'guru', 'guru depan', 'depan', 'depan mentor', 'mentor', 'mentor terima', 'terima', 'terima kasih', 'kasih', 'kasih bantu', 'bantu', 'bantu ajar', 'ajar']"
"['coba', 'guna', 'gratis', 'nyoba', 'cocok']","['coba', 'coba guna', 'guna', 'guna gratis', 'gratis', 'gratis nyoba', 'nyoba', 'nyoba cocok', 'cocok']"
"['bagus', 'banget', 'makasih', 'rg']","['bagus', 'bagus banget', 'banget', 'banget makasih', 'makasih', 'makasih rg', 'rg']"
"['selamaa', 'ajar', 'diruangguru', 'brain', 'academy', 'online', 'nilai', 'tingkat', 'drastis', 'matematika', 'berkat', 'semangat', 'ajar', 'sekolah', 'ruangguru', 'brain', 'academy', 'online', 'pokoknyaa', 'ruangguru', 'brain', 'academy', 'online', 'bestt', 'makasiih', 'ruangguru']","['selamaa', 'selamaa ajar', 'ajar', 'ajar diruangguru', 'diruangguru', 'diruangguru brain', 'brain', 'brain academy', 'academy', 'academy online', 'online', 'online nilai', 'nilai', 'nilai tingkat', 'tingkat', 'tingkat drastis', 'drastis', 'drastis matematika', 'matematika', 'matematika berkat', 'berkat', 'berkat semangat', 'semangat', 'semangat ajar', 'ajar', 'ajar sekolah', 'sekolah', 'sekolah ruangguru', 'ruangguru', 'ruangguru brain', 'brain', 'brain academy', 'academy', 'academy online', 'online', 'online pokoknyaa', 'pokoknyaa', 'pokoknyaa ruangguru', 'ruangguru', 'ruangguru brain', 'brain', 'brain academy', 'academy', 'academy online', 'online', 'online bestt', 'bestt', 'bestt makasiih', 'makasiih', 'makasiih ruangguru', 'ruangguru']"
"['selamat', 'pagi', 'guru', 'rambut', 'bgtu', 'eda', 'perhati', 'ucap', 'terima', 'kasih', 'kunjung', 'selamat', 'belanja', 'aktifitas', 'cari', 'harga', 'produk', 'promo', 'mobil', 'bekas', 'rmh', 'sahrir', 'salah', 'dunia', 'akhirat', 'tega', 'jadi', 'beda', 'anak', 'kuat', 'pagi', 'alternatif', 'foto', 'kuat']","['selamat', 'selamat pagi', 'pagi', 'pagi guru', 'guru', 'guru rambut', 'rambut', 'rambut bgtu', 'bgtu', 'bgtu eda', 'eda', 'eda perhati', 'perhati', 'perhati ucap', 'ucap', 'ucap terima', 'terima', 'terima kasih', 'kasih', 'kasih kunjung', 'kunjung', 'kunjung selamat', 'selamat', 'selamat belanja', 'belanja', 'belanja aktifitas', 'aktifitas', 'aktifitas cari', 'cari', 'cari harga', 'harga', 'harga produk', 'produk', 'produk promo', 'promo', 'promo mobil', 'mobil', 'mobil bekas', 'bekas', 'bekas rmh', 'rmh', 'rmh sahrir', 'sahrir', 'sahrir salah', 'salah', 'salah dunia', 'dunia', 'dunia akhirat', 'akhirat', 'akhirat tega', 'tega', 'tega jadi', 'jadi', 'jadi beda', 'beda', 'beda anak', 'anak', 'anak kuat', 'kuat', 'kuat pagi', 'pagi', 'pagi alternatif', 'alternatif', 'alternatif foto', 'foto', 'foto kuat', 'kuat']"
"['yey', 'pintar', '14', 'kali', '14', '196', 'bagus', 'suka', 'senang', 'badus']","['yey', 'yey pintar', 'pintar', 'pintar 14', '14', '14 kali', 'kali', 'kali 14', '14', '14 196', '196', '196 bagus', 'bagus', 'bagus suka', 'suka', 'suka senang', 'senang', 'senang badus', 'badus']"
"['ruang', 'guru', 'seru', 'donlow']","['ruang', 'ruang guru', 'guru', 'guru seru', 'seru', 'seru donlow', 'donlow']"
['senang'],['senang']
"['bagus', 'banget', 'aplikasi', 'ajar', 'bahasa', 'inggris', 'matematika']","['bagus', 'bagus banget', 'banget', 'banget aplikasi', 'aplikasi', 'aplikasi ajar', 'ajar', 'ajar bahasa', 'bahasa', 'bahasa inggris', 'inggris', 'inggris matematika', 'matematika']"
"['ngerti', 'pas', 'ajar', 'stop', 'stop', 'nama', 'langgan', 'ruang', 'guru', 'kecewa', 'sii']","['ngerti', 'ngerti pas', 'pas', 'pas ajar', 'ajar', 'ajar stop', 'stop', 'stop stop', 'stop', 'stop nama', 'nama', 'nama langgan', 'langgan', 'langgan ruang', 'ruang', 'ruang guru', 'guru', 'guru kecewa', 'kecewa', 'kecewa sii', 'sii']"
"['murid', 'ruang', 'guru']","['murid', 'murid ruang', 'ruang', 'ruang guru', 'guru']"
